Numero di iscrizione all'albo,Denominazione,Data iscrizione,Numero delibera,Data cessazione,Municipalità,Attività,Scopo / intenti,Indirizzo,Email,Sito web,Presidente,Data domanda,Protocollo domanda,Telefono,Fiscale codice,Iva partita
3486,PRO LOCO LIDO DI VENEZIA PELLESTRINA,02-09-20,357957,,LIDO PELLESTRINA,Solidarietà / Promozione sociale,"Il Comitato Italiano per lUNICEF - Onlus (spesso abbreviato in  UNICEF Italia) è parte integrante della struttura globale dellUNICEF - Fondo delle Nazioni  Unite per lInfanzia, lorgano sussidiario dellONU che ha il mandato di tutelare e promuovere i diritti di bambine bambini e adolescenti (0-18 anni) in tutto il mondo,  nonché di contribuire al miglioramento delle loro condizioni di vita.","Cannaregio,32 Fondamenta Santa Lucia 30123 - Venezia",presidenza@unicef.it,,Francesco Samengo,15-03-19,PG/2019/136701,412794393,1561920586,
3487,A.N.A. VENEZIA ONLUS,02-09-20,375557,,CHIRIGNAGO ZELARINO,Protezione civile,unassociazione turistica composta da volontari che si  adoperano per promuovere le isole del Lido di Venezia e di Pellestrina.,LUNGOMARE GUGLIELMO MARCONI 44 30126 - LIDO DI VENEZIA,prolocolidopellestrina@gmail.com,,Barbara Pitteri  Zanetti,07-06-19,PG/2019/292163,,4000480279,
3488,A.S.D. BMT E DG,02-09-20,375485,,LIDO PELLESTRINA,Sport,"Le attività dellAssociazione sono rivolte principalmente allapromozione e concorso in attività di volontariato, interventi di protezione civile, interventi  di riassetto e recupero del territorio.",VIA ALFREDO CATALANI 10 30171 - Mestre,anaveneziaonlus@gmail.com,,ALVISE-MARIA ROMANELLI,14-03-19,PG/2019/134097,,94072810271,
3489,A.S.D. GAZZERA LEONCINO,02-09-20,375581,,CHIRIGNAGO ZELARINO,Sport,Associazione sportiva dilettantistica di Muay Thai.,Via Malamocco n.11/ A 30126 - Lido di Venezia,spaniomichele@yahoo.it,,Grckaran Branislav,21-08-20,PG/2020/358873,,94097320272,
3490,A.S.D. CARAMELO CON PICANTE,03-09-20,375531,,VENEZIA MURANO BURANO,Sport,Promozione dello sport della pallacanestro nel settore giovanile in particolare nel mini basket,"Via Gazzera Alta , 44 30174 - Mestre",gazzeraleoncino@gmail.com,,Eugenio Crotti,26-08-20,PG/2020/365553,3939765389,90187460275,
3491,A.S.D. CSKS KARATE MESTRE,09-09-20,377019,,FAVARO VENETO,Sport,"Associazione apolitica,aperta a tutti coloro che intendono praticare lattività sportiva e associativa,a favore dello sviluppo, la promozione,lorganizzazione e la disciplina dello sport dilettantistico per adulti e minori, con giochi di squadra,ginnastica generale con vari attrezzi,armonizzata con musiche e tecniche di rilassamento, danze,danze caraibiche,fitness musicale,ginnastica dolce decontratturale",Castello 4901 30122 - Venezia,maelazancan@outlook.it,,Maela Zancan,12-09-19,PG/2019/315139,3473355352,94097120276,
3492,CIANI 4EVER,15-09-20,386535,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Lassociazione promuove, favorisce e organizza la diffusione, la conoscenzae la pratica del Karate. Si rivolge ad atleti dai 4 ai 18 anni",Cà Solaro  114 30173 - Mestre,gekiliz89@gmail.com,,Erika Zuin,14-07-20,PG/2020/299603,3495455047,90187540274,
3493,"V.E.L.I.C.A.R. AND ACTION, NOW!",18-09-20,396298,,MARGHERA,Cultura,"Lassociazione ha come scopo di raccogliere fondi in memoria di CIANI (Gianluca Pistolato), deceduto dopo mesi di grave malattia tumorale, da devolvere  ad associazioni, istituzioni e/o enti.",Via Giuseppe Verdi 88/C 30173 - Mestre,info@ciani4ever.it,www.ciani4ever.it,Roberto Pistolato,18-05-20,PG/2020/249804,3358033080,90186380276,
3494,ASSOCIAZIONE LEONARDO ONLUS,18-09-20,405192,,LIDO PELLESTRINA,Solidarietà / Promozione sociale,"nasce e si propone come luogo di incontro e di aggregazione aperto a tutte le persone che ne condividono gli scopi e l'ordinamento, nel nome di comuni interessi,  culturali, ricreativi e sociali, volti alla crescita e alla maturazione umana e civile della persona, attraverso gli ideali ispiratori delleducazione, dell'apprendimento, dellincontro e dell'azione responsabile entro la Comunità e lAmbiente in cui viviamo.","VIA FRANCESCO DEGLI ANTONI, 8 30175 - Marghera",velicarandaction@gmail.com,,GIUSEPPE SARTORI,26-06-19,PG/2019/323911,3404906294,90186780277,
3495,VERTICAL WAVES PROJECT A.S.D.,28-09-20,404888,,MESTRE CARPENEDO,Sport,"OPERA NEI SETTORI DELLASSISTENZA SOCIOSANITARIA,  DELLASSISTENZA SOCIALE E DELLA BENEFICENZA PER IL PERSEGUIMENTO IN VIA ESLUSIVA DI FINALITà DI SOLEDARIETA SOCIALE. SCOPO DELLASSOCIAZIONE è QUELLO DI FAVORIRE ATTIVITA CHE ABBIANO PER OGGETTO LASSISTENZA CONTINUATIVA IN PARTICOLARE RIVOLTA ALLE PERSONE AFFETTE DA MALATTIE GENETICHE RAREE/O  DEGENERATIVE. PARTICOLARE ATTENZIONE NEL FAVORIRE LINCLUSIONE SOCIALE E ABBATTIMENTO DELLE BARRIERE ARCHITETTONICHE",VIA DEGLI ALBRIZZI 22 30126 - Lido di Venezia,info@leonardoassociation.com,www.leonardoassociation.com,MARCO RAGUSA,29-07-19,PG/2019/384358,3386256691,94091170277,
3496,A.S.D. RIVIERA SCHERMA,02-10-20,420423,,MESTRE CARPENEDO,Sport,"Ha per finalità lorganizzazione di attività sportiva dilettantistica connessa alla pratica della danza e della danza verticale, mediante ogni forma di attività organizzativa,rappresentativa, ricreativa idonea a promuovere la conoscenza e la pratica della danza e  della danza verticale. Promuove attività didattiche, attività formative,",via Gaspare Gozzi 21/5 30172 - Mestre,verticalwavesproject@gmail.com,verticalwavesproject.com,MARIANNA ANDRIGO,02-09-19,PG/2019/431804,3477447845,90182930272,4492950276
3497,A.S.D. NORDIC WALKING MONTEGRAPPA,04-11-20,430430,,MESTRE CARPENEDO,Sport,"affiliata alla Federscherma promuove la conoscenza e la pratica della scherma Olimpica, Paralimpica, Artistica e Storica sia a livello Agonistico che amatoriale. Partecipa ai campionati Federali e collabora con il mondo della Scuola e dellassociazionismo sportivo. Cura in modo particolare linclusione anche nellagonismo di soggetti con spettro autistico,ritardo cognitivo e sindromi psicologiche delletà evolutiva.","VIA ROSSINI , 23 30171 - MESTRE",riviera.scherma@gmail.com,,MASSIMILIANO LONGO,15-06-20,PG/2020/251380,3703749344,90174250275,4449060278
3498,A.S.D. BLACK LIONS VENEZIA,06-11-20,491524,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,Corsi ed allenamenti di Nordic Walking,Via Sergio Gori8 30174 - Mestre,"info@nordicwalkingmontegrappa.org,",www.nordicwalkingmontegrappa.org,Barbara Andolfatto,28-09-20,PG/2020/420526,3483427074,4405880263,4405880263
3499,APS AMICI DI OLIVIERO LESSI,17-11-20,495711,,FAVARO VENETO,Solidarietà / Promozione sociale,organizza attività per persone disabili.,VIA A.PENELLO 5/7 30174 - MESTRE,micheleboscolo@terraglio.com,,SAURO CORO,25-10-19,PG/2019/540044,41942534,90187610275,
3500,A.S.D. VENICE DANCE CENTER,19-11-20,514773,,LIDO PELLESTRINA,Sport,"Associazione di promozione sociale con finalità di promuovere iniziative culturali con la scuola dellobbligo del territorio e delle Università con facoltà di indirizzo statistica, calcolo delle probabilità",Campalto Via dei Lamponi 4 30173 - Favaro Veneto,info.olivierolessi@gmail.com,,GIANCARLO PELLIZZER,06-03-19,PG/2019/118952,3489534903,94091790272,
3501,ASSOCIAZIONE SPORTIVA CULTURALE FENICE,27-11-20,519698,,VENEZIA MURANO BURANO,Sport,"Lassociazione propone corsi di danza classica, hip hop, salsa  portoricana, salsa cubana, tango argentino, reggaetton. Inoltre svolge corsi di yoga, di  pilates, ginnastica dolce a favore di persone anziane e attività di personal trainer",Via Lungomare Marconi 41/D 30126 - Lido di Venezia,rickyleroi-88@hotmail.it,,RICCARDO ZENNARO DODDI,27-06-19,PG/2019/326026,3494221294,94091820277,
3502,CITTADINI PER LA RIDUZIONE IMPATTO AMBIENTALE AEROPORTODI VENEZIA-CRIAAVE,02-12-20,533961,,FAVARO VENETO,Solidarietà / Promozione sociale,LAssociazione ha per oggetto lesercizio a livello amatoriale di attività sportiva e manifestamente dello sport e in particolar modo del calcio; nonche lorganizzazione e la gestione di manifestazioni culturali e sportive sia in Italia che allestero aventi come scopo azioni di sostegno e ricreative a favore del Teatro La Fenice,"San Marco, 1965 30124 - Venezia",ascfenice@teatrolafenice.org,,RUGGERO PERARO,10-07-19,PG/2019/351133,41786528,94094500272,
3503,C.T.R.F. CENTRO TEATRALE DI RICERCA E FORMAZIONE,18-12-20,542276,,VENEZIA MURANO BURANO,Sport,Informare e sensibilizzare i Cittadini sui ri rischi per lecosistema derivanti da uno sviluppo senza limite dellaeroporto di Venezia. Rivendicare il diritto dei Cittadini residenti nellintorno aeroportuale di vivere in un ambiente non inquinato dai gas e dalle sostanze pericolose per la salute emesse dalle movimentazioni degli aa/mm. dallingente traffico veicolare indotto.,"Via Vecchio Hangar 45, 30173 - Favaro Veneto",postmaster@criaave.it,,Cesare Rossi,23-02-20,PG/2020/106351,3319818990,90183920272,
3504,GRUPPO ASPERGER VENETO ODV,31-12-20,570221,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Il CTRF nasce in seno all'Associazione CTR, attiva in campo culturale nella città di Venezia dal 1982. L'associazione è giovane ma è composta da un  gruppo di persone che operano da anni all'interno del territorio e che conoscono la realtà storica del CTR. L'intento principale del CTRF è di creare continuità con il CTR ed aprire la possibilità di un settore formazione all'interno della stessa, permettendo la nascita di",Ex Convento dei Ss Cosma e Damiano 621 30133 - Venezia,carlamarazzato@gmail.com,,CARLA MARAZZATO,24-09-20,PG/2020/414262,3299772284,94093460270,
3505,A.S.D. FITNESS MEDICO E ALLENAMENTO FUNZIONALE - LA PALESTRA DELLA SALUTE,31-12-20,588080,,VENEZIA MURANO BURANO,Sport,"Le finalità dell'Associazione sono:  - Diffondere la conoscenza della Sindrome di Asperger e sensibilizzare i contesti sociali;  - Sostenere le famiglie tramite informazione, formazione e supporto psicologico;  - Promuovere interventi abilitativi riguardanti la comunicazione, le abilità sociali e lavorative;  - Aumentare l'autonomia personale","via Colli Euganei, 2 30174 - Mestre",segreteria@aspergerveneto.it,,Giovanni Giuseppe Marcolini,04-09-19,PG/2019/438309,3337099266,93267760234,
3506,A.S.D. AGUA SALSA,05-01-21,588063,,VENEZIA MURANO BURANO,Sport,,SAN POLO 2560 30125 - Venezia,MEDICALFIT.Ve@gmail.com,www.medicalfitve.com,ALFREDO DONATINI,21-07-20,PG/2020/309523,412770276,94096820272,
3507,A.S.D. MATIBASKET,08-01-21,3877,,LIDO PELLESTRINA,Sport,"L'Asd Agua Salsa nasce nel 2015 . In questa scuola vengono principalmente istituiti dei corsi di ballo latino americani tra cui Salsa Cubana, Salsa Portoricana, Bachata , Merengue ,Son, Mambo, Cha cha cha, Rumba, Afro, e Folklorico.",CANNAREGIO 96/E 30121 - VENEZIA,mamasus1969@libero.it,www.aguasalsa.net,MASSIMILIANO FRANCESCON,31-12-20,PG/2020/587757,3805809709,94089280278,
3508,CITTADINANZATTIVA - SEZIONE DI MESTRE,26-01-21,8564,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"L'A.S.D. Matibasket Venezia ha come principale finalità il gioco  della pallacanestro, svolto come attività sportiva e ricreativa.","VIA W. GOETHE, 8 30126 - Venezia","matibasket.venezia@gmail.com,",www.matibasket.it,NICOLA DERAI,14-06-19,PG/2019/304873,3338483028,94095840271,
3509,GRUPPO FITNESS A.S.D.,04-02-21,45291,,LIDO PELLESTRINA,Sport,"Scopo dellAssociazione è quello di fornire ai cittadini un servizio di assistenza, consulenza aiuto sui servizi sanitari, socio-assistenziali e di qualsiasi altra natura (ad es: scuola, famiglia, politiche dei consumatori, attivismo civico)","VIA BRENTA VECCHIA , 41 30174 - MESTRE",tdm.mestrevenezia@gmail.com,,CARLO RICCIARDI,10-06-19,PG/2019/295717,3278417059,90150170273,
3510,ETHERNA TEATRO ETS,22-02-21,66325,,VENEZIA MURANO BURANO,Cultura,"Lassociazione Gruppo Fitness asd opera nel settore sportivo al fine  di promuovere i valori sportivi sia per adulti che per minorenni. A tal scopo effettua attività di Ginnastica dolce, Aerobica, Step, Pilates, Body Pump per adulti e Ginnastica artistica invece per una fascia di età che va dai 5 ai 15 anni.Lassociazione si è impegnata per i soci/atlete che effettuano Ginnastica Artistica alla partecipazione a trofei e gare organizzate nel territorio della regione Veneto",via Vianelli 422 30126 - Pellestrina,ritmo1077@gmail.com,,LOREDANA ZANOTTI,09-12-20,PG/2020/552752,3475310479,91021130272,
3511,ASSOCIAZIONE DONATORI MIDOLLO OSSEO SEZIONE PROVINCIALE DI VENEZIA A.D.M.O,19-02-21,97909,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"L'Associazione si propone di organizzare e gestire attività culturali,  artistiche e ricreative di interesse sociale, ai sensi dell'art- 5 comma 1, lettera i, D. Lgs  117/2017 (Codice del terzo settore) ed in particolare mira alla promozione, lo sviluppo, la  diffusione della cultura teatrale e di qualsiasi altra forma artistica",San Polo 1520 30125 - Venezia,info@ethernateatro.it,www.ethernateatro.it,MICHELA MOCCHIUTTI,21-11-20,PG/2020/522813,3389803416,4569760277,
3512,DO.VE. A.P.S.,08-03-21,94061,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"PROMOZIONE DELLA DONAZIONE DI MIDOLLO E DEI VALORI DELLA SOLIDARIETA IN TUTTO IL TERRITORIO  DELLA PROVINCIA DI VENEZIA, CON PARTICOLARE ATTENZIONE ALLE SCUOLE, ALLE ASSOCIAZIONI SPORTIVE E CULTURALI E AGLI EVENTI GIOVANI DI TUTTO IL TERRITORIO",VIA EINAUDI 74 30174 - Mestre,ADMOVE@LIBERO.IT,,MANUELA FOSSA,10-09-19,PG/2019/447251,3397647147,90063880273,
3513,MES3 PESISTICA A.S.D.,28-04-21,121854,,MESTRE CARPENEDO,Sport,,DORSODURO 1621/A 30123 - Venezia,do.ve@dorsodurovenezia.it,www.dorsodurovenezia.it,Giovanni Leone,03-06-19,PG/2019/279925,3.93279E+11,90183370270,
3514,PATRONATO SACRO CUORE - A.P.S.,12-05-21,204914,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,"Lassociazione vuole far conoscere le pratiche legate al sollevamento pesi. Oltre al ben noto sollevamento pesi olimpionico, dove lo scopo dellatleta è quello di riuscire a sollevare il maggior carico possibile sopra la testa con precise tecniche di esecuzione utili non solo a raggiungere il miglior risultato possibile ma anche a svolgere il gesto in sicurezza.",Via forte marghera 30173 - MESTRE,mes3pesistica@tim.it,www.Mes3pesistica.it,MANUEL VECCHIATO,29-05-19,PG/2019/272058,3482564050,90160380276,4411980271
3515,ASSOCIAZIONE CULTURALE PAOLO RIZZI,12-05-21,227507,,VENEZIA MURANO BURANO,Cultura,"Lassociazione Patronato Sacro Cuore - APS opera nellambito locale della parrocchia del Sacro Cuore, con autonomia statutaria, organizzativa, contabile  e patrimoniale, nel rispetto dei fini e degli scopi, dei principi e dei valori cristiani.",Via Alerdi 71 30172 - MESTRE,patronato@parrocchiasacrocuore.net,www.parrocchiasacrocuore.net/patronato,GIOVANNI MORO,07-10-19,PG/2019/499427,415314560,90126330274,
3516,LEGA NAVALE ITALIANA - SEZIONE DI MESTRE,21-05-21,227303,,MARGHERA,Sport,"nata nel 2009 con lo scopo di ricordare la figura del noto giornalista del Gazzettino e storico critico d'Arte Paolo Rizzi, ha  organizzato in questi anni molte manifestazioni culturali. Fiore all'occhiello è il Premio giornalistico che quest'anno arriverà alla decima edizione diventata nazionale, un concorso, riservato ai giornalisti della carta stampata, che ha come tema il Nordest e la cultura, declinato in tutte le sue varianti, dall'arte alla storia, dall'ambiente al turismo.",Palazzo Ca Sagredo Campo Santa Sofia 4198/99 30121 - VENEZIA,segreteria.associazione@paolorizzi.it,www.paolorizzi.it,Piergiorgio Baroldi,13-06-19,PG/2019/301969,3334283849,94070190270,
3517,A.S.D. FOSCARINI SCHERMA VENEZIA,21-05-21,243266,,VENEZIA MURANO BURANO,Sport,"La Lega Navale Italiana, fondata a La Spezia nel 1897, è un ente pubblico non economico a base associativa apolitica, sottoposto a vigilanza Ministeriale,con lo scopo di diffondere l'amore per il mare, la tutela per l'ambiente marino e le acque interne, la pratica del diporto e degli sport marinareschi, la formazione per la navigazione e il conseguimento delle patenti nautiche, la formazione professionale e la sicurezza in mare.",Via Dei Cantieri 10 30173 - Malcontenta,mestre@leganavale.it,,MARIO BUSETTO,26-09-20,PG/2020/418059,3890059467,90149130271,
3518,CDKL5 INSIEME VERSO LA CURA ONLUS,28-05-21,243300,,MARGHERA,Solidarietà / Promozione sociale,"L'Associazione Sportiva Dilettantistica è attiva dal Settembre 2012 costituita da otto Soci Fondatori su Progetto Sportivo del Maestro Daniele De Stefani, con l'intento di promuovere la scherma organizzando gare sul territorio e corsi per bambini,ragazzi e adulti.  L'attività è centrata sia sul miglioramento delle capacità motorie e fisiche degli atleti sia sulla formazione di quelle qualità personali che si acquisiscono quotidianamente affrontando sfide difficili","Cannaregio, 4941 30121 - Venezia",foscarinischermavenezia@hotmail.com,http://foscarinischermavenezia.it/,LUCIO SCARPA,18-02-21,PG/2021/93434,3285623220,94080490272,4330010275
3519,THE SAILORS AND BOATME'S CLUB,03-06-21,256862,,LIDO PELLESTRINA,Cultura,"L'associazione è stata fondata da un gruppo di genitori che, nella sfortuna della malattia dei propri figli, hanno avuto la forza di unirsi e capire l'importanza delle raccolte fondi per sostenere la ricerca.I risultati ottenuti con le nostre iniziative ci rendonoci rendono orgogliosi soprattutto nei confronti di chi si prodiga nell'aiutarci.","Via Santorredi Santarosa, 10 30175 - Marghera",umberto.pasqualetto@cdkl5insiemeversolacuraonlus.it,www.cdkl5insiemeversolacuraonlus.it,Barbara Verdirame,28-04-19,PG/2019/215122,3389667949,92049350157,
3520,YOGA PILATES VENEZIA A.S.D.,03-06-21,264066,,VENEZIA MURANO BURANO,Sport,LAssociazione svolge attività didattica e di condivisione di conoscenze nellambito nautico,Via Diego Valeri 1 30126 - Venezia,piero.pasini.free@gmail.com,,Piero Pasini,24-09-21,PG/2019/317209,3477934588,94097400272,
3521,CATENE 2000,10-06-21,264090,,MARGHERA,Cultura,"opera in centro storico a Venezia. Scopo  dellassociazione è promuovere la conoscenza e la pratica della ginnastica posturale, preventiva, educativa e rieducativa e gli stili di vita che che favoriscono il benessere della persona, tra cui Power Yoga, Postural Pilates, Soft Gym eWellness Eating.",Castello 3971 3012 - Venezia,info@yogapilatesvenezia.it,www.yogapilatesvenezia.it,ROBERTA ALBERTINELLI,20-05-21,PG/2021/241249,3512046276,94094590273,
3522,KENTAUROS,11-06-21,276786,,MARGHERA,Solidarietà / Promozione sociale,"Promuovere e propagandare iniziative culturali, sportive ricreative per migliorae le condizioni sociali ed economiche del territorio di Marghera.",Via dellavena 7 30175 - Marghera,associazione catene@gmail.com,,Mattiello Roberto,03-06-21,PG/2021/263540,,90182510272,
3523,KO'HAM YOGA APS,16-06-21,276790,,MESTRE CARPENEDO,Cultura,lo scopo di proporre percorsi di sensibilizzazione e di approfondimento circa l'universo emozionale che coinvolge l'essere umano nelle relazioni e che interferisce o può migliorare le stesse.,VIA MARONCELLI 7 30175 - MARGHERA,associazione.kentauros@gmail.com,WWW.kentauros.info,FEDORA BORTOLETTI,12-03-21,PG/2021/130122,3292291251,90182200270,
